latitude,longitude,mag,magType
22.9997,121.6236,4.4,1
26.7285,126.5191,4.7,1
19.8128,121.3782,4.5,1
17.8777,120.5835,4.5,1
24.9512,94.4749,4.1,1
29.1641,105.4909,4.4,1
53.3176,108.7083,4.5,1
24.8441,128.2429,4.6,1
24.1844,126.6234,4.2,1
27.6167,103.8967,4.2,1
23.3239,121.4546,4.5,1
19.882,121.2086,4.2,1
24.6423,121.9897,4.5,1
22.5681,121.4132,4.3,1
38.4299,73.4766,5.1,2
22.8585,95.9211,4.9,1
22.0856,94.6654,4.1,1
26.2829,128.563,4.3,1
31.9456,104.235,5.3,1
21.1214,121.0554,4.3,1
22.0962,120.222,4.2,1
25.689,100.2762,4.2,1
24.8956,122.5911,4.4,1
42.1134,83.4762,4.5,1
18.2361,94.3767,4.4,1
26.6846,129.5989,4.6,1
19.0522,122.1487,4.6,1
26.2667,100.1075,4.4,1
24.8052,122.6609,4.2,1
27.425,103.6904,4.6,1
17.9684,120.7165,4.2,1
23.6722,123.0283,4.3,1
27.3515,128.3476,4.5,1
29.2771,130.6048,4.2,1
29.2951,129.5271,5.1,2
23.9867,122.3426,4.8,1
28.9164,131.5447,4.4,1
41.9976,83.9155,4.5,1
24.8718,122.691,4.4,1
23.8678,121.5835,4.5,3
25.0491,125.8117,5.0,2
24.8859,122.6396,4.3,1
31.6492,131.827,4.5,1
42.2079,80.6295,4.6,1
19.8341,121.277,5.0,1
26.3443,125.9187,4.2,1
30.2734,130.8906,4.5,1
39.7739,74.4118,4.2,1
24.59,122.6747,4.5,1
25.7324,100.0097,4.4,1
31.9107,130.776,4.3,1
18.2968,121.0562,4.5,1
35.5881,74.9652,4.5,1
38.6139,100.3144,4.6,1
31.8483,92.7896,4.5,1
24.1879,125.9263,4.3,1
37.8609,88.6904,4.9,1
23.6643,94.7467,4.5,1
22.8809,120.4814,4.6,1
30.6844,131.8873,4.9,1
23.5143,121.6238,4.7,3
39.4707,73.3862,4.1,1
38.1501,74.3245,4.3,1
24.7076,121.916,4.4,1
23.1196,121.2308,4.6,3
26.3926,93.5059,4.0,1
25.0267,122.641,4.4,1
34.4841,82.9807,4.3,1
27.7936,84.9833,4.4,1
29.8057,99.3248,4.4,1
23.6333,126.313,4.3,1
24.2953,121.7428,5.0,2
23.8314,126.0315,4.7,1
34.3557,82.8305,4.5,1
27.7764,85.5548,4.1,1
25.6397,96.6534,4.8,1
39.4512,73.3883,4.6,3
24.1201,121.8434,4.4,1
35.2588,132.5528,5.7,2
51.0332,100.388,4.4,1
30.0903,99.7323,4.3,1
24.8762,128.0167,4.1,1
26.2455,129.5448,4.4,1
20.4168,120.5591,4.8,1
23.0012,80.1303,4.3,1
21.1315,101.8877,4.0,1
25.7174,125.0222,5.4,2
26.3137,89.9018,4.0,1
28.1288,103.6606,4.3,1
25.0456,95.2138,4.4,1
26.4792,126.05,4.1,1
26.5115,96.5587,4.5,1
23.7003,121.5421,4.1,1
27.1508,87.8133,4.4,1
51.0397,99.9339,4.3,1
19.2585,121.0519,4.7,1
23.1026,120.2709,2.6,4
30.8764,79.2707,4.5,1
24.612,124.8945,4.2,1
24.1781,121.8575,4.2,3
35.6406,75.0156,4.1,1
26.9126,126.5559,4.3,1
24.8131,123.2922,4.4,1
34.99,86.9597,5.1,1
24.5449,122.3605,4.5,1
28.4109,104.7703,4.9,1
19.8775,120.5851,4.3,1
24.5265,122.2463,4.3,1
24.5759,122.3849,4.4,1
28.2145,104.8442,4.7,1
28.0516,105.1071,4.5,1
31.0285,96.1288,4.4,1
24.9751,123.5692,4.3,1
43.769,86.7288,4.6,1
42.674,108.7457,4.5,1
46.9246,116.1547,4.5,1
24.0351,122.2938,4.2,1
29.6398,101.9865,4.6,1
22.9861,93.7677,5.1,1
22.2784,121.6095,4.3,1
34.7112,98.0805,4.8,1
29.964,95.158,4.3,1
28.1796,105.3272,4.3,1
33.2849,133.4007,4.8,1
32.8006,85.5456,5.2,2
21.8261,93.5644,4.2,1
24.5341,96.154,4.3,1
51.1899,100.2119,4.5,1
23.8894,122.3203,4.4,1
45.6127,125.4127,4.7,1
26.2801,125.9313,4.1,1
34.432,81.3792,4.3,1
36.9565,73.9875,4.3,1
22.7774,120.6585,4.1,3
32.9751,92.4784,4.3,1
30.5308,131.1152,4.5,1
28.2843,102.3476,4.3,1
28.1613,104.6892,4.3,1
24.4032,94.0239,4.7,1
38.4962,93.8036,4.5,1
18.8243,99.1277,4.2,1
38.4108,73.7924,4.4,1
24.0995,125.262,4.4,1
40.9683,78.755,4.9,1
25.6579,99.9889,4.6,1
26.9901,126.789,4.8,1
51.2485,100.2144,4.6,1
36.895,127.8467,3.2,1
24.181,124.1848,4.7,2
32.8791,76.1241,4.1,1
51.2349,93.23,4.9,1
23.9454,121.5262,4.1,3
24.3858,121.9783,4.9,1
26.6989,129.6192,4.4,1
27.7916,127.9769,4.3,1
29.9815,85.4049,4.4,1
49.6182,108.9193,4.9,1
24.0214,121.0553,4.8,3
26.2846,129.6133,4.9,2
30.2615,94.8136,4.4,1
24.1032,121.619,4.4,1
26.5157,127.7296,4.6,1
22.4618,102.5907,4.5,1
19.2831,119.9079,4.0,1
24.0063,120.9924,4.6,3
26.1323,89.8746,4.5,1
24.8046,96.3344,4.7,1
37.5077,77.8972,4.2,1
26.3995,126.3681,4.1,1
37.5988,78.0965,4.1,1
21.5649,121.0264,4.6,1
25.5817,128.4925,4.3,1
25.8123,128.3966,4.4,1
34.6475,73.1544,4.2,1
28.6786,130.0455,4.7,1
25.0993,94.9275,4.4,1
33.0557,73.6156,4.1,1
23.1108,121.3586,5.2,2
23.3927,121.457,4.7,2
27.8815,94.1134,4.3,1
31.9093,131.9497,5.1,2
38.7332,73.1749,4.5,1
23.9867,122.4994,5.3,2
24.5804,127.0907,4.3,1
22.6801,93.3976,4.6,1
17.9774,123.2243,4.6,1
23.7516,121.5089,4.9,1
31.4392,128.8518,4.3,1
42.3297,75.7769,4.2,1
39.4323,75.1483,4.6,3
27.3407,129.2716,4.7,1
24.6591,122.2744,4.4,1
26.6489,130.3505,4.5,1
27.7809,127.9001,4.4,1
23.8447,122.4984,4.1,1
23.6325,121.5504,4.5,3
24.2523,126.0953,4.5,1
32.3926,101.9324,4.3,1
29.7128,102.0765,4.5,1
37.8328,75.1955,4.3,1
30.1798,87.4547,4.9,1
41.7437,133.262,4.0,1
20.7427,121.8361,4.2,1
30.0275,131.0692,4.6,1
26.145,125.2056,4.4,1
22.2092,95.0342,4.6,1
25.3407,122.906,4.1,1
25.3809,95.0793,4.6,1
32.0106,129.0367,4.5,1
32.1572,131.9791,5.2,2
26.7458,96.539,4.6,1
25.4865,100.6098,4.1,1
26.6583,127.8652,4.5,1
22.8607,122.5433,4.8,2
26.7285,126.5128,4.3,1
36.5046,83.3899,4.5,1
20.7623,121.947,4.8,1
19.3133,96.2332,4.5,1
21.9255,121.4508,4.7,3
35.7681,79.8368,5.3,1
31.3566,131.6286,4.8,1
38.6221,99.6521,4.4,1
35.6065,74.5291,4.4,1
27.9764,88.2153,4.0,1
20.6533,121.3007,4.7,1
24.8573,123.064,4.2,1
41.0152,78.0781,4.4,1
22.4515,94.43,4.8,1
39.7794,77.1027,4.4,1
24.8236,122.5923,4.2,1
28.4127,104.954,4.7,1
32.965,87.1476,4.2,1
30.0203,99.5745,4.0,1
25.6233,124.7805,4.7,2
33.9651,134.2937,4.0,3
17.8972,96.1277,4.8,1
53.5669,108.7149,4.6,1
29.4205,102.2711,4.7,1
32.165,101.7662,4.8,1
39.3973,95.123,4.5,1
24.0904,121.66,4.9,1
26.7944,126.4725,4.5,1
31.7132,103.9867,4.5,1
22.6468,118.5183,4.4,1
24.2739,121.7148,4.5,1
32.8748,90.3241,4.7,1
23.2996,121.2341,5.1,1
33.5483,84.6179,4.6,1
20.8179,121.9824,4.5,1
25.7242,124.424,4.9,2
33.1963,92.0137,5.0,1
26.238,126.0888,4.6,1
22.9278,121.0375,4.8,1
25.6631,100.056,4.3,1
28.1516,104.6985,4.6,1
25.0375,124.0947,4.7,1
27.8919,84.8272,4.8,1
23.8539,121.6227,4.5,1
27.5448,105.2266,4.4,1
41.1647,83.2125,4.2,1
21.8982,100.8033,3.9,1
33.7409,76.4233,4.3,1
20.8244,121.8087,4.5,1
38.2985,75.468,4.4,1
31.2888,130.006,4.3,1
19.8346,122.3114,4.4,1
29.4518,104.6994,4.6,1
24.008,121.5552,4.9,1
38.3799,90.7895,4.2,1
25.3139,124.1513,4.7,1
27.7142,127.7021,5.0,1
24.7518,122.2411,5.3,2
35.6088,82.4066,4.3,1
35.7797,82.2307,4.7,1
24.8691,93.6502,4.4,1
24.8601,123.2684,5.2,2
42.5131,81.2446,4.3,1
41.3098,78.8603,4.3,3
26.8124,126.5852,4.3,1
38.1145,73.2166,5.4,3
33.0674,86.7387,4.7,1
38.2179,75.3789,4.1,1
42.4859,104.4129,5.0,1
30.3546,94.8125,4.8,1
39.8111,73.6973,4.1,1
24.0443,122.3081,5.1,2
52.3528,97.3917,4.9,1
27.9484,130.9073,4.5,1
31.9939,78.5517,4.6,1
33.9519,88.3531,4.5,1
28.7675,91.7966,4.5,1
35.7059,76.0464,4.4,1
22.9964,121.2444,4.6,1
24.223,122.1102,4.3,1
26.1193,129.0238,4.3,1
41.7855,81.155,4.3,1
24.7851,123.5412,4.1,1
23.7895,121.5649,5.5,1
18.3174,120.8233,4.5,1
23.9387,121.6587,4.3,1
35.1488,81.0515,4.6,1
27.8896,84.8784,4.3,1
21.4635,121.1904,4.9,1
28.0434,128.1255,4.6,1
51.3014,100.2905,4.3,1
29.5573,81.0921,4.5,1
42.932,77.6741,4.7,1
31.8339,104.5353,4.5,1
19.1342,121.0186,4.3,1
23.9144,122.5416,4.3,1
18.534,121.2816,4.6,1
32.7694,85.4486,4.3,1
23.5204,94.274,4.5,1
20.2592,97.9109,4.6,1
29.9412,99.6333,4.3,1
24.9867,121.626,4.3,1
37.8585,129.5212,4.4,1
25.1898,124.2939,4.1,1
26.7396,126.5592,4.4,1
25.0024,123.5337,4.4,1
30.4135,94.779,4.0,1
24.8316,91.1391,4.2,1
28.149,129.732,4.6,1
38.3407,75.4072,4.2,1
27.9987,131.1599,4.2,1
43.2309,104.3269,4.4,1
29.37,129.2778,4.4,1
31.9038,104.3126,4.0,1
44.7951,95.096,5.0,2
25.1354,98.9952,4.6,1
20.6013,120.2273,4.4,1
35.9367,77.9967,4.4,1
51.2861,100.3546,4.5,1
36.8193,78.7332,5.0,1
28.8193,76.8395,3.6,1
32.3152,101.8363,5.6,2
26.3289,96.4714,4.2,1
26.0912,128.6512,4.6,1
43.8954,88.5536,4.4,1
24.8454,122.4707,4.3,1
26.3507,128.1267,4.7,1
45.828,103.7102,4.1,1
37.5723,78.0488,4.6,1
36.9227,95.7811,4.7,1
24.7915,124.8538,4.8,1
31.6944,131.7378,4.8,1
24.4528,123.3493,4.6,1
31.1351,130.3393,4.3,1
24.0637,126.271,4.4,1
26.9633,87.505,4.4,1
26.5532,128.7527,4.4,1
34.1638,100.4546,4.8,1
22.3326,101.6843,4.7,1
31.4271,128.7016,4.6,1
28.5471,83.0809,4.2,1
23.1302,94.2434,4.1,1
22.731,121.302,4.4,1
25.9107,128.3687,4.9,1
24.8826,122.0753,5.0,2
29.7653,94.5571,4.2,1
21.831,120.5791,5.0,2
23.5962,94.8405,4.3,1
35.6096,82.4316,4.3,1
23.2858,93.8375,4.2,1
19.9104,121.5724,4.9,1
24.8895,123.4188,4.4,1
32.7632,92.9442,4.4,1
21.6073,121.9591,4.1,1
41.2486,83.7069,5.2,2
29.3437,129.4471,4.6,1
24.6473,122.0643,4.6,1
29.8895,130.7336,5.1,2
29.8899,102.7017,4.9,1
23.9173,121.824,4.1,3
24.2201,123.5748,4.7,1
23.9803,123.5712,4.7,1
24.5152,94.8152,4.5,1
29.8811,128.9899,4.3,1
39.5758,77.0677,4.4,1
18.0583,120.5966,4.5,1
28.5055,104.7096,4.7,1
20.1966,94.4057,4.4,1
42.8297,131.9425,4.3,1
27.5982,99.9835,4.0,1
25.7773,91.1728,4.5,1
41.2241,83.6623,4.0,1
26.7001,128.2367,4.5,1
26.5707,127.6951,4.7,1
18.4813,96.2729,4.2,1
43.1853,76.8626,3.1,4
32.3026,91.9309,4.3,1
47.6489,90.3232,4.4,1
35.073,132.4912,4.4,1
26.6385,126.5215,4.2,1
28.4861,104.7762,4.6,1
20.5929,120.1467,4.6,2
28.3946,104.8105,5.3,2
25.8378,125.8474,4.5,1
23.8378,121.4731,4.3,3
23.9296,121.6287,4.7,3
25.9374,91.4838,4.2,1
25.3484,95.5572,4.1,1
23.6397,121.4463,4.3,1
34.269,98.3018,4.2,1
26.2024,91.3108,4.2,1
25.3361,124.0455,4.3,1
24.6057,92.3782,4.3,1
26.6158,126.3118,4.5,1
24.8659,122.555,4.2,1
21.8318,94.8346,4.3,1
18.3467,96.1535,4.6,1
24.9431,123.4491,4.1,1
28.1937,129.529,4.9,2
37.5511,75.6654,4.5,1
29.4069,80.8988,4.2,1
29.1604,105.3678,4.3,1
30.1907,94.7613,4.4,1
31.7238,104.3232,5.0,1
26.3188,128.1643,4.0,1
26.0404,129.5611,4.6,1
18.3221,96.1596,5.0,2
24.8123,122.1906,4.4,1
24.2794,122.4044,4.9,1
22.5443,86.4405,4.5,1
23.6321,118.7462,4.2,1
23.9034,122.4954,4.5,3
30.0411,131.1297,4.9,1
32.7383,102.2679,4.2,1
20.5222,120.5193,4.4,1
23.3928,121.6641,4.8,1
27.9353,128.2101,4.3,1
38.4619,73.5986,4.4,1
38.1357,73.5448,5.9,2
32.7234,105.6616,5.0,2
24.2966,123.7182,4.5,1
23.9598,122.3354,4.5,1
31.8986,76.9792,4.4,1
22.1215,121.4295,4.4,1
36.8761,75.7791,4.5,1
26.9416,126.6251,4.3,1
45.6397,114.5837,4.3,1
31.9489,93.059,4.3,1
51.7765,101.6474,4.7,1
38.7944,73.4443,4.2,1
42.0599,83.3564,4.5,1
29.7738,130.7713,4.8,2
26.7359,126.4289,4.6,1
28.4741,104.8907,4.9,1
39.5484,118.5954,4.4,1
30.42,130.0667,5.5,2
31.9442,104.4437,4.3,1
23.2137,94.1338,4.4,1
33.1896,86.8557,4.2,1
26.6136,129.6001,4.4,1
38.0113,73.6916,5.1,1
44.6694,93.1197,4.0,1
29.24,130.5375,4.4,1
25.5476,99.9993,5.1,1
39.3271,117.9787,4.6,1
24.6414,127.7046,4.5,1
25.6714,99.978,4.9,1
24.9285,96.3949,4.2,1
28.009,105.0229,4.6,1
38.4972,73.4515,4.9,1
23.2161,94.14,4.5,1
26.655,129.6809,4.5,1
36.9546,134.9179,4.0,1
36.861,78.6195,4.3,1
41.2176,83.2966,4.1,1
24.8969,122.4453,4.4,1
26.6997,126.4487,4.2,1
24.2047,124.2201,4.5,1
25.2079,124.4345,4.1,1
31.9741,104.816,4.4,1
28.2603,131.072,4.3,1
26.5741,129.6158,4.5,1
24.8619,122.5129,4.1,1
19.0589,95.7362,4.5,1
23.9428,121.7782,4.9,1
27.6661,126.8559,5.3,2
45.4416,124.6215,4.3,1
24.9786,122.5352,4.6,1
20.2585,121.9998,4.2,1
42.4268,84.046,4.7,1
31.8821,104.4935,4.7,1
26.8253,126.3567,4.2,1
28.9684,86.3755,4.5,1
21.5909,121.9421,4.9,1
27.1863,88.9412,5.2,1
39.7258,74.7266,4.4,1
27.7236,126.5696,4.0,1
23.0671,121.3937,4.6,1
32.8562,73.7592,4.1,1
34.2487,78.2058,5.3,2
22.2948,101.7444,4.6,1
29.3327,129.4431,4.4,1
23.6912,121.5178,4.3,1
24.1636,124.106,4.7,1
24.4748,121.9548,4.3,1
31.2589,80.4048,4.0,1
21.7838,94.7798,4.2,1
26.6195,92.5148,4.2,1
32.4723,86.9509,4.9,1
24.8765,122.5981,4.3,1
45.125,80.4968,4.5,1
38.6888,73.443,4.5,1
17.6825,94.4005,4.1,1
37.7135,77.9281,4.6,3
31.3801,131.6854,4.9,1
23.4002,93.8588,4.2,1
23.8146,121.594,4.5,3
28.0575,127.768,4.4,1
28.6523,104.8154,4.5,1
39.0284,74.7084,4.7,1
26.3635,125.983,4.9,1
31.9252,93.017,4.3,1
24.8089,121.9389,4.0,1
33.866,74.9266,4.2,1
26.8712,126.6519,4.4,1
20.3458,121.7118,4.1,1
26.2655,128.847,4.6,1
29.4607,102.4093,4.2,1
29.1934,130.5179,4.5,1
43.2603,87.3898,4.5,1
28.6967,128.5561,4.3,1
30.9898,74.2076,3.7,1
49.8615,89.5011,4.3,1
23.413,120.2486,4.5,1
28.2351,104.7718,4.4,1
29.1432,129.8486,5.1,2
25.2203,127.9184,4.2,1
24.3566,103.1953,4.2,1
22.1546,120.8245,4.3,1
28.1811,104.8686,4.3,1
37.4844,78.6539,5.0,1
21.9718,121.7155,4.7,1
28.3088,84.3042,4.9,1
27.7299,87.7713,4.1,1
23.1633,121.5891,4.3,1
31.115,131.3314,4.5,1
21.6409,121.1047,5.3,2
28.3497,104.8904,4.7,1
19.918,121.1382,4.5,1
24.9808,96.4161,4.4,1
26.7813,92.4565,6.0,2
26.682,126.4953,4.6,1
52.4198,106.7208,5.4,2
29.296,129.3159,4.4,1
22.2085,101.7446,4.7,3
23.2676,120.298,4.6,1
27.5974,90.3069,4.4,1
23.7948,125.8651,4.5,1
18.7012,120.9459,4.3,1
39.3163,73.5544,4.2,1
18.6949,121.1272,4.9,2
29.2316,103.9059,4.5,1
26.0938,128.6632,4.4,1
24.7717,122.4405,4.4,1
24.0589,120.9552,4.5,3
53.2399,108.5319,4.1,1
20.3397,120.9417,4.4,1
23.816,121.5801,4.9,2
34.8762,82.5526,4.5,1
23.4342,121.5882,5.0,3
23.0495,121.3638,4.5,3
24.8542,122.4484,4.2,1
22.622,121.223,5.0,3
28.2136,104.641,4.5,1
28.4538,104.9579,4.9,1
23.9452,122.5545,4.7,1
24.6509,94.4519,4.9,1
33.1501,86.8946,4.4,1
28.3768,104.7872,4.4,1
24.113,121.8411,4.4,1
28.4056,104.9333,5.8,2
36.3435,76.2811,4.4,1
38.8568,94.9239,5.0,1
24.2797,121.8597,4.4,1
31.6455,93.406,4.4,1
41.8308,82.4188,4.5,1
24.3039,125.2952,4.9,2
26.7357,92.4583,4.5,1
38.2994,88.9345,4.3,1
24.0328,122.2649,4.7,1
22.1407,79.6342,4.3,1
25.0072,123.581,4.2,1
30.2767,78.1005,3.6,1
25.7332,125.5063,4.0,1
39.6712,77.3171,4.5,1
22.7307,94.5412,4.5,1
24.7895,122.5477,4.2,1
35.674,89.3774,4.2,1
39.4095,76.8745,4.6,1
49.556,92.6752,4.4,1
23.9724,93.3925,5.2,2
33.6845,81.9355,4.4,1
50.689,87.1816,4.2,1
23.4722,123.5732,5.2,2
31.3163,77.1736,4.3,1
29.5768,130.663,4.9,1
26.7476,129.5933,4.8,1
43.4707,88.8194,4.7,1
29.3698,129.3107,4.3,1
34.0874,83.8895,4.6,1
23.9792,94.4999,4.0,1
51.8693,100.9311,4.1,1
35.6634,82.4342,4.5,1
24.469,122.2849,4.4,1
30.1656,131.1,5.1,1
20.9282,121.7658,4.5,1
32.2166,104.9541,4.2,1
37.7349,77.967,3.9,1
34.6242,98.1957,5.1,1
37.8304,92.2958,4.1,1
33.0779,73.7936,5.4,2
44.9494,100.6053,4.9,1
20.9801,99.7789,4.1,1
23.9547,122.5726,4.2,1
35.6073,74.9802,4.8,1
39.6424,75.4059,4.2,1
28.4575,128.7064,4.3,1
31.1693,84.1935,4.1,1
24.815,98.0962,4.4,1
24.7034,122.4006,4.8,1
33.9683,94.3177,4.0,1
39.1614,74.744,4.6,1
29.0864,131.0569,4.2,1
21.0844,120.0465,4.6,1
24.7696,122.304,4.2,1
38.4125,73.6847,4.3,1
23.1939,93.2827,4.8,1
29.6998,129.9541,4.4,1
22.7,95.8415,4.2,1
44.4806,80.1145,4.4,1
23.7151,122.5303,4.4,1
19.4003,121.2455,4.3,1
28.391,104.9714,4.7,1
23.9689,122.4801,4.3,1
22.9217,122.7804,4.7,1
25.838,100.1301,5.0,1
39.9338,78.0194,4.7,1
31.646,93.3736,4.7,1
26.5723,129.8862,4.8,1
28.4107,88.3259,4.1,1
18.4733,94.5394,5.2,2
22.2644,94.6702,4.6,1
46.9441,83.0308,4.5,1
42.0498,77.1901,4.5,3
25.709,100.0706,4.7,1
35.7092,75.2199,4.0,1
26.9334,126.5503,4.8,1
21.7028,121.9501,4.5,1
37.8001,75.9057,4.0,1
23.8768,123.3178,4.5,1
28.8205,129.716,4.2,1
25.106,122.9004,4.1,1
24.0873,127.1702,4.4,1
23.9102,122.3588,4.3,1
30.1742,87.4938,4.5,1
27.1765,128.9402,4.3,1
23.2938,103.3142,4.5,1
26.6559,126.4475,4.3,1
23.138,121.3439,6.9,2
24.8187,122.2422,4.5,1
41.7243,81.7066,4.6,1
28.8303,129.6322,4.3,1
30.7102,78.5669,4.6,1
24.9223,122.9232,4.6,1
17.9245,120.7668,4.7,1
50.3631,90.5936,4.2,1
26.8948,126.4441,4.1,1
22.8967,121.3231,4.4,1
37.564,77.8671,4.7,1
20.2618,120.1004,4.2,1
45.5362,97.6417,4.5,1
30.3789,87.6483,4.7,1
25.2638,97.0073,4.3,1
27.9824,103.4086,4.0,1
22.4365,125.4804,4.4,1
24.2553,122.8526,4.3,1
26.8182,126.605,4.2,1
20.824,122.1167,4.5,1
24.1569,125.2072,4.5,1
29.365,104.4998,4.5,1
19.6848,94.5597,4.6,1
27.2606,129.7722,4.5,1
40.9772,78.6583,4.3,1
23.1112,120.3368,4.3,1
24.2501,125.1743,4.6,1
20.9807,122.1143,4.3,1
51.3157,100.229,4.3,1
23.7162,94.856,4.3,1
37.811,101.1631,5.2,1
43.7919,101.9152,4.9,1
24.8973,123.2867,4.3,1
38.7307,73.068,4.3,3
30.351,94.8618,4.8,1
40.8098,78.4784,4.3,1
23.3786,121.6228,4.5,1
26.0083,125.3289,4.5,1
23.4009,121.3485,4.2,3
31.7679,132.1058,4.5,1
28.2948,105.0128,5.3,2
37.7392,87.5451,4.5,1
33.8149,132.269,4.6,1
20.9525,121.9714,4.2,1
23.6577,94.5361,4.4,1
20.7734,122.0377,4.0,1
30.4061,94.8218,4.9,1
21.2769,94.481,4.0,1
24.0359,122.5399,4.4,1
30.0438,131.1545,4.9,2
38.4568,73.4456,4.1,1
25.2375,125.6121,4.6,1
22.1714,113.757,3.8,4
34.4973,98.5965,4.5,1
24.7133,122.0494,4.4,1
41.7998,79.5619,5.1,3
27.7651,85.0667,4.7,1
24.8461,121.9421,4.0,1
32.5713,130.5588,4.5,1
26.1265,125.9878,4.1,1
28.6271,104.9097,4.2,1
23.3318,94.5689,4.1,1
19.812,122.1612,4.3,1
26.6847,126.7788,4.2,1
24.4383,94.9928,4.3,1
30.3829,94.7798,4.8,1
33.713,88.5012,4.4,1
34.4304,99.2279,4.0,1
39.8325,77.3089,4.5,1
33.636,81.891,4.6,1
17.5785,101.6253,4.5,1
24.9196,122.2869,4.0,1
30.7376,132.0337,4.9,1
29.8036,129.1455,4.3,1
24.5135,122.4319,4.4,3
24.9256,122.5993,4.8,3
25.7746,100.0072,4.1,1
25.0518,128.8451,5.3,2
24.722,122.4169,4.6,1
19.1785,121.1152,5.2,2
22.7861,123.7721,4.5,1
41.3751,83.8154,4.6,1
24.9486,124.3991,4.6,2
43.1316,80.3487,4.2,1
29.6624,98.825,4.7,1
30.3214,94.8247,5.0,1
24.4649,121.9596,4.0,3
34.5182,85.6961,5.1,1
28.0405,104.563,4.4,1
28.308,103.4269,4.5,1
28.3742,83.8247,4.6,1
25.9309,128.5348,4.8,1
42.5342,131.3239,4.1,1
22.4158,121.1425,4.9,3
36.8351,78.8591,4.5,1
33.2225,75.9072,4.1,1
25.5796,100.1467,4.2,1
40.3845,77.9179,4.4,1
23.4151,121.5477,4.9,1
27.4151,96.382,4.3,1
24.6068,92.3957,4.4,1
23.3893,121.5485,4.2,1
26.9089,126.3968,4.4,1
24.0154,121.7126,4.5,1
44.8771,78.7142,4.5,1
24.1153,122.6027,5.8,2
24.8485,122.3219,4.4,1
31.8067,92.8086,4.4,1
24.8345,122.6105,4.4,1
43.623,102.1351,4.4,1
24.2987,122.0593,4.0,3
28.0979,129.4025,4.4,1
34.4294,92.9068,4.3,1
20.5966,99.5264,4.6,1
26.7016,126.4579,5.1,2
18.3426,96.0774,4.4,1
39.6508,73.9702,4.6,1
23.1226,93.2923,4.2,1
27.8861,128.2622,4.5,1
38.4683,109.9672,4.5,1
37.7788,101.3498,4.9,1
50.6795,86.9462,4.2,1
22.1644,92.8036,4.1,1
32.7042,132.0314,4.9,1
27.8464,85.8765,5.3,1
29.3872,129.3098,4.8,1
29.2915,87.2699,4.2,1
25.6107,125.7502,4.4,1
21.5624,121.0737,4.4,1
35.7655,76.1396,4.4,1
27.0354,96.5311,4.4,1
24.8683,122.4543,4.7,1
24.8926,122.5856,4.8,1
25.6603,100.2397,4.5,1
33.8647,134.5869,4.7,1
24.3744,121.9711,4.4,1
33.1168,86.7663,4.3,1
27.7134,127.2958,4.3,1
23.9972,125.1462,4.7,1
35.6454,89.3989,4.7,1
28.9207,86.6701,4.2,1
25.2206,124.3563,4.3,3
18.0054,120.6238,4.6,1
34.4957,98.8989,4.6,1
29.208,130.6175,5.1,1
39.6287,74.4991,4.2,1
23.792,123.7757,4.6,1
22.1353,120.4266,4.3,1
26.7309,126.4724,5.3,2
20.2154,120.981,4.3,1
34.5948,98.4408,4.2,1
24.8686,122.6577,4.5,1
24.8129,122.5717,4.6,3
24.8084,94.1112,4.6,1
27.4167,126.9905,4.5,1
26.2457,129.5528,4.7,1
20.8876,96.9,4.4,1
21.0393,99.9212,4.8,1
33.3127,85.2675,4.1,1
35.9605,77.9296,4.3,1
29.3534,129.2878,4.4,1
29.2049,129.6366,4.2,1
35.5275,74.9896,4.6,1
29.398,132.0152,4.4,1
26.8146,126.3749,5.7,2
23.7157,126.7353,5.1,1
39.698,97.6774,4.5,1
18.2251,94.3829,4.4,1
25.4248,96.6407,4.3,1
30.0258,103.4933,4.4,1
27.4834,85.9978,4.4,1
44.2015,79.7916,4.4,1
43.5564,89.3721,4.9,1
22.4595,121.4571,5.4,2
36.2366,73.2176,4.4,1
51.2438,100.3996,4.6,1
35.0886,81.1262,4.3,1
18.3668,96.1628,4.9,1
41.9275,88.1626,4.8,1
33.2135,132.7262,4.9,1
24.9155,123.3619,4.4,1
50.9849,100.0069,4.4,1
33.1029,102.4476,4.1,1
29.7245,130.6764,4.6,1
24.7559,122.2389,4.3,1
24.3742,126.3587,4.4,1
21.9403,94.1549,4.4,1
29.5942,130.6409,4.3,1
27.3034,96.9396,4.5,1
39.7414,74.0337,4.3,1
21.8934,121.6547,4.3,1
20.5992,94.1897,4.2,1
19.1212,121.1628,4.9,1
24.606,94.8877,4.4,1
28.4144,105.2535,4.2,1
24.8313,122.0813,4.5,3
24.0042,121.7971,4.4,1
32.7081,132.3075,4.7,1
24.1963,125.1086,4.6,1
22.3739,121.1883,4.4,1
23.4599,93.4042,4.6,1
24.0073,126.1024,4.4,1
34.7559,97.5197,4.3,1
27.2161,104.8454,4.2,1
26.3124,125.8699,4.4,1
32.9796,73.5759,4.7,1
43.458,87.1122,4.6,1
23.8332,121.5896,4.5,3
30.3859,87.6754,4.7,1
33.7644,104.5157,4.7,1
23.3813,94.3227,4.3,1
35.4849,80.3517,4.2,1
32.8745,93.3826,4.8,1
31.477,128.6154,4.3,1
50.6199,87.347,5.0,1
29.2589,130.5101,4.4,1
23.9624,121.6022,4.6,1
22.4613,94.1567,4.2,1
22.065,121.468,4.1,3
28.8093,87.5826,4.2,1
26.7243,129.6,4.4,1
51.7285,98.1955,4.1,1
